Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-14T00:00:00.000Z,2,46628,3641.879883,304.3240529,894,018-2024-0761,71-08-03-461-012.000-026,309,
Demolished,,Cottage Grove,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-06T00:00:00.000Z,2,46616,4749.973297,308.9557402,895,018-1028-1239,71-08-02-462-004.000-026,324,House
Demolished,,LaSalle,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,2,46616,1936.818939,179.4876166,896,018-1043-1860,71-08-11-131-002.000-026,1038,
Repaired,,Birdsell,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-08-02T00:00:00.000Z,2,46628,5100.153839,340.1453919,897,018-1052-2240,71-08-02-352-007.000-026,628,
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-22T00:00:00.000Z,2,46616,4325.283264,320.0837691,898,018-2015-0427,71-08-03-439-002.000-026,627,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,2,46628,4034.21344,310.4917055,899,018-2024-0732,71-08-03-459-015.000-026,405,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-09T00:00:00.000Z,2,46616,6129.313354,330.9188457,900,018-1034-1492,71-08-02-379-038.000-026,411,
Demolished,W,Madison,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46601,2318.594757,207.3590472,901,018-1020-0832,71-08-02-482-012.000-026,327,House
Demolished,W,Marion,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46601,3871.422913,295.8400942,902,018-1021-0860,71-08-02-477-027.000-026,509,House
Demolished,,Studebaker,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,2,46628,6101.157959,380.9330525,903,018-1049-2118,71-08-02-356-034.000-026,321,House
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-23T00:00:00.000Z,2,46628,5090.393921,330.817279,904,018-2009-0094,71-08-03-487-001.000-026,330,
Repaired,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-24T00:00:00.000Z,1,46628,5013.517212,324.6077053,905,018-2035-1136,71-08-03-406-007.000-026,821,"House, Garage, Fence"
Demolished,,Prast,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-22T00:00:00.000Z,2,46628,4809.108887,322.6792164,906,018-2035-1137,71-08-03-407-001.000-026,2020,
Repaired,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-04-29T00:00:00.000Z,1,46616,3058.086212,221.5015078,907,018-1071-3022,71-08-02-403-005.000-026,829,"House, Garage, Fence"
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-21T00:00:00.000Z,1,46616,2004.155334,185.419603,908,018-1071-3024,71-08-02-403-007.000-026,813,House
Repaired & Occupied,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-20T00:00:00.000Z,2,46628,5111.615479,325.5526934,909,018-2017-0489,71-08-03-426-004.000-026,826,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-09T00:00:00.000Z,1,46616,5460.579834,350.0844346,910,018-1085-3547,71-08-02-182-015.000-026,1015,
Demolished,N,Sheridan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-22T00:00:00.000Z,2,46619,6426.276245,355.1276517,911,018-4109-3989,71-08-09-129-030.000-026,247,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-13T00:00:00.000Z,2,46616,4482.683594,345.8155491,912,018-1035-1533,71-08-02-379-011.000-026,520,"House, Fence"
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-16T00:00:00.000Z,2,46628,4023.461365,285.4863942,913,018-1036-1582,71-08-02-377-016.000-026,528,
Repaired,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-17T00:00:00.000Z,2,46628,6250.741943,358.7209082,914,018-2028-0911,71-08-03-457-014.000-026,2117,"House, Garage, Fence"
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-08T00:00:00.000Z,2,46628,3344.401093,277.1546642,915,018-2019-0556,71-08-10-205-004.000-026,230,
Demolished,,Westwood,LN,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-16T00:00:00.000Z,2,46619,12028.42978,456.0183852,916,018-4141-5540,71-08-08-202-011.000-026,273,"House, Garage, Fence"
,,Birdsell,ST,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46628,4321.24646,300.9920785,917,018-1047-2022,71-08-11-103-002.000-026,230,"House, Fence"
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-11-28T00:00:00.000Z,2,46628,8153.924255,365.3263721,918,018-2019-0549,71-08-10-204-013.000-026,2102,Mixed-Use
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,2,46628,3262.960815,299.2501553,919,018-2024-0735,71-08-03-460-001.000-026,326,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,2985.065948,231.1764744,920,018-1047-2034,71-08-11-103-014.000-026,1416,
Demolished,,Hamden,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-21T00:00:00.000Z,2,46601,2049.467133,188.1767216,921,018-1026-1162,71-08-11-129-005.000-026,309,House
Repaired,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-05-10T00:00:00.000Z,1,46628,5313.754669,355.6665771,922,018-1090-3800,71-08-02-154-008.000-026,1022,"House, Fence"
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,1,46628,5416.386414,362.436964,923,018-1090-3815,71-08-02-154-025.000-026,1021,
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-01-26T00:00:00.000Z,1,46628,5031.414673,340.1838092,924,018-1090-3830,71-08-02-155-008.000-026,1022,"House, Garage"
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-24T00:00:00.000Z,1,46616,4969.234314,343.5206638,925,018-1084-3528,71-08-02-183-004.000-026,1034,
,,LAPORTE,AVE,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46616,8133.683411,381.2922354,926,018-1043-1848,71-08-11-126-021.000-026,319,"House, Fence"
Repaired,W,LaSalle,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-22T00:00:00.000Z,2,46616,5203.979065,406.1833698,927,018-1027-1213,71-08-11-201-005.000-026,929,
Demolished,W,LaSalle,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,2,46601,3849.755951,374.5543514,928,018-1019-0772,71-08-11-226-010.000-026,501,
Demolished,W,Madison,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46601,4188.862122,328.3751585,929,018-1019-0800,71-08-02-486-007.000-026,418,"House, Fence"
Demolished,,Sibley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-09T00:00:00.000Z,2,46628,5343.418304,338.8297006,930,018-2012-0243,71-08-03-481-007.000-026,1823,House
Demolished,,Sibley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-06T00:00:00.000Z,2,46628,4255.612518,321.7626082,931,018-2012-0255,71-08-03-481-010.000-026,1809,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-11-18T00:00:00.000Z,2,46628,5009.577911,331.1790852,932,018-2069-2540,71-08-03-384-004.000-026,2518,"House, Garage, Fence"
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,2,46619,5024.28244,331.5844637,933,018-2069-2541,71-08-03-384-005.000-026,2516,"House, Garage"
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46628,5234.85376,335.6112849,934,018-2069-2543,71-08-03-384-007.000-026,2506,House
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-11T00:00:00.000Z,2,46628,3994.43335,272.8677152,935,018-2024-0767,71-08-03-461-018.000-026,2009,House
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-30T00:00:00.000Z,2,46628,5088.830353,333.631389,936,018-2069-2544,71-08-03-384-008.000-026,2502,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-23T00:00:00.000Z,2,46628,8081.418579,381.7695577,937,018-2009-0107,71-08-03-487-013.000-026,1909,
Repaired,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-05T00:00:00.000Z,2,46601,9485.355255,414.8371853,938,018-1019-0812,71-08-02-486-013.000-026,417,Duplex
Demolished,,Birner,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-22T00:00:00.000Z,2,46616,3556.364777,280.662752,939,018-1033-1438,71-08-02-381-006.000-026,1110,
Demolished,,Birner,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-11T00:00:00.000Z,2,46616,3599.993591,281.9787732,940,018-1033-1437,71-08-02-381-005.000-026,1116,House
,,Birdsell,ST,Demo Hearing Scheduled,,,,2,46628,4627.739044,311.856146,941,018-1049-2088,71-08-02-355-015.000-026,401,"House, Fence"
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,2,46628,3735.731201,289.8650729,942,018-1031-1366,71-08-02-377-023.000-026,508,
Repaired,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-22T00:00:00.000Z,2,46616,4995.517822,352.2089548,943,018-1035-1536,71-08-02-379-014.000-026,506,"House, Garage, Fence"
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-21T00:00:00.000Z,2,46616,4062.205841,315.0050634,944,018-1068-2905,71-08-02-452-025.000-026,913,"House, Garage"
Repaired,N,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-03-09T00:00:00.000Z,2,46628,3982.842316,310.0975701,945,018-2014-0378,71-08-03-434-017.000-026,616,"House, Garage, Fence"
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-05T00:00:00.000Z,2,46628,4144.142395,318.5812346,946,018-2014-0379,71-08-03-434-035.000-026,629,House
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-23T00:00:00.000Z,2,46628,5784.22699,344.8041633,947,018-2009-0115,71-08-03-476-009.000-026,613,"House, Garage"
Repaired,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-12T00:00:00.000Z,1,46628,10231.02893,448.7835867,948,018-1077-3231,71-08-02-330-041.000-026,1203,
Demolished,,Birdsell,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-16T00:00:00.000Z,2,46628,1769.927979,169.5964867,949,018-1049-2121,71-08-02-356-037.000-026,314,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-29T00:00:00.000Z,2,46628,5139.710938,337.1789973,950,018-1049-2123,71-08-02-356-039.000-026,1423,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46628,5045.791138,335.8954945,951,018-1049-2125,71-08-02-356-041.000-026,1411,House
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-06T00:00:00.000Z,2,46616,5787.775452,351.8881512,952,018-1033-1445,71-08-02-384-004.000-026,1040,House
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-19T00:00:00.000Z,2,46628,5001.662476,335.3932779,953,018-1049-2127,71-08-02-356-043.000-026,1407,
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46616,7928.246918,382.450155,954,018-1029-1280,71-08-02-461-003.000-026,928,
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,2,46616,4936.101318,336.4684259,955,018-1029-1279,71-08-02-461-004.000-026,922,House
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,2,46616,5132.72049,339.5046015,956,018-1029-1277,71-08-02-461-006.000-026,918,"House, Fence"
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-16T00:00:00.000Z,2,46616,6855.915894,365.7968803,957,018-1029-1275,71-08-02-461-008.000-026,912,
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-19T00:00:00.000Z,2,46628,5204.42804,340.4708373,958,018-1050-2160,71-08-02-357-048.000-026,1307,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-30T00:00:00.000Z,2,46628,5037.281555,338.0605629,959,018-1050-2161,71-08-02-357-049.000-026,1301,
,N,Walnut,ST,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46628,6278.52771,387.569246,960,018-1050-2174,71-08-02-358-021.000-026,314,"House, Sheds"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-30T00:00:00.000Z,2,46628,4039.274597,310.7969279,961,018-2024-0759,71-08-03-461-011.000-026,311,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-06T00:00:00.000Z,2,46628,4377.611267,318.2430846,962,018-2024-0745,71-08-03-460-011.000-026,317,
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-10T00:00:00.000Z,2,46616,5474.658417,348.1624824,963,018-1033-1457,71-08-02-379-040.000-026,1029,House
Repaired,,Sibley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-06-22T00:00:00.000Z,2,46628,4242.0271,324.1547981,964,018-2011-0222,71-08-03-486-008.000-026,1616,House
Repaired,,Sibley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-05-08T00:00:00.000Z,2,46628,4306.907074,325.3394319,965,018-2011-0230,71-08-03-486-010.000-026,1610,House
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-30T00:00:00.000Z,2,46616,3546.858246,282.4917892,966,018-1031-1371,71-08-02-377-038.000-026,507,
Repaired,W,Madison,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-06-02T00:00:00.000Z,1,46601,1955.555542,188.0908964,967,018-1019-0789,71-08-02-487-002.000-026,326,House
Demolished,,Smith,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-30T00:00:00.000Z,2,46628,2919.110535,232.1749913,968,018-2025-0782,71-08-03-454-022.000-026,2315,
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-13T00:00:00.000Z,2,46628,6114.161285,380.9045699,969,018-1050-2150,71-08-02-357-038.000-026,329,"House, Garage"
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46616,5344.508301,359.3164068,970,018-1035-1523,71-08-02-378-021.000-026,525,"House, fence"
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,2,46616,4622.943909,297.7004608,971,018-1036-1578,71-08-02-377-030.000-026,533,
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-16T00:00:00.000Z,2,46616,2931.850616,236.4231984,972,018-1034-1472,71-08-02-382-003.000-026,1016,
Demolished,,Longley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,4014.262604,301.5664226,973,018-2012-0254,71-08-03-477-003.000-026,1814,
Demolished,,Longley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-31T00:00:00.000Z,2,46628,3818.999817,298.9334985,974,018-2013-0322,71-08-03-479-008.000-026,1620,
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-11T00:00:00.000Z,1,46617,5369.515167,344.3150533,975,018-2072-2646,71-08-03-284-007.000-026,1917,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,1,46628,5313.819702,350.5033793,976,018-2072-2660,71-08-03-285-003.000-026,918,
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-23T00:00:00.000Z,2,46628,4377.359161,325.3188231,977,018-2009-0103,71-08-03-487-010.000-026,1921,
,,Bonds,AVE,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,5452.039001,337.7241493,978,018-2065-2368,71-08-03-184-001.000-026,2530,"House, Garage"
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46628,5382.044922,351.5045846,979,018-2072-2661,71-08-03-285-002.000-026,920,House
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46628,3917.955109,277.7550087,980,018-2072-2671,71-08-03-285-008.000-026,919,"House, Garage
 "
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,4772.110596,327.1604024,981,018-2094-3536,71-08-03-258-025.000-026,1029,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-17T00:00:00.000Z,2,46628,4910.356354,330.378277,982,018-2094-3535,71-08-03-258-007.000-026,1030,"House, Garage"
Repaired,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-01-22T00:00:00.000Z,1,46628,5272.661224,331.7005025,983,018-2078-2843,71-08-03-280-019.000-026,1029,"House, Garage"
Deconstructed,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-10-31T00:00:00.000Z,1,46628,5915.309937,359.4964322,984,018-2077-2809,71-08-03-281-007.000-026,1030,"House, Garage"
,,Lawndale,AVE,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46628,5646.22644,364.8675106,985,018-1089-3744,71-08-02-153-004.000-026,1025,House
Demolished,,Studebaker,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-22T00:00:00.000Z,2,46628,6210.823639,382.9502748,986,018-1049-2120,71-08-02-356-036.000-026,313,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,4038.754822,310.7654409,987,018-2024-0757,71-08-03-461-010.000-026,313,
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,2,46628,6142.131561,381.6040543,988,018-1050-2153,71-08-02-357-041.000-026,317,
,N,Taylor,ST,Repair Hearing Scheduled,,,,,46635,4364.16452,294.1493676,989,018-1022-0931,71-08-02-484-011.000-026,325,House
Repaired,,Johnson,ST,Repair Deadline Expired,,,2013-12-26T00:00:00.000Z,2,46628,3461.700867,304.1131402,990,018-2009-0095,71-08-03-487-002.000-026,324,"House, Garage"
